,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
4849,八里區,房地(土地+建物),新北市八里區龍米路一段２００號七樓之５,5.43,住,,,1110222,土地1建物1車位0,七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941205,67.83,1,1,1,有,有,4000000,58971,,0.0,0,,RPQOMLRKLHHGFEF38EA,41.19,0.0,5.26,有,
4850,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷７０號四樓,25.37,住,,,1110125,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011203,218.69,4,2,2,有,有,13800000,63103,坡道平面,26.56,0,,RPSNMLSKLHHGFEF58EA,111.55,13.7,11.7,有,78.0
4851,淡水區,房地(土地+建物),新北市淡水區新春街８５巷１９弄１２號五樓,30.91,農,,,1110227,土地2建物1車位0,五層，六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,152.02,4,2,2,有,有,9900000,65123,,0.0,0,,RPWNMLSKLHHGFEF98EA,97.57,0.0,12.13,有,79.0
4852,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段９９巷１５弄２號十樓,28.0,住,,,1110226,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021016,203.74,3,2,2,有,有,12680000,62236,坡道平面,38.21,0,,RPXOMLSKLHHGFEF56EA,97.61,10.22,7.84,有,80.0
4853,淡水區,房地(土地+建物),新北市淡水區北新路１６９巷６０號十六樓,7.03,住,,,1110224,土地2建物1車位0,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,46.629999999999995,1,1,1,有,有,3960000,84924,,0.0,0,,RPWNMLLLLHHGFEF38EA,32.33,0.0,3.15,有,81.0
4874,三峽區,房地(土地+建物)+車位,新北市三峽區民生街１巷５之１２０號四樓,18.17,住,,,1110216,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031211,123.82,2,2,1,有,有,12050000,112210,坡道平面,29.8,1500000,其他增建；,RPXNMLRKLHHGFIF76EA,56.5,1.5,8.63,有,85.0
4877,三峽區,房地(土地+建物)+車位,新北市三峽區學成路２７０號九樓之二,28.04,住,,,1110114,土地1建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951117,205.75,4,2,2,有,有,21300000,117153,坡道平面,36.74,1500000,陽台外推；,RPSOMLSKLHHGFIF09EA,115.28,2.0,11.24,有,
4880,中和區,房地(土地+建物)+車位,新北市中和區景新街３４５號五樓之六,8.71,商,,,1110225,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0990106,136.29000000000002,3,1,1,有,有,16000000,117397,升降平面,31.63,0,,RPRNMLSKLHHGFHF78EA,59.98,5.39,5.69,有,
4881,中和區,房地(土地+建物)+車位,新北市中和區中原街８８號四樓,68.01,住,,,1110210,土地1建物1車位4,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1021118,364.47,4,2,3,有,有,54500000,149532,坡道平面,65.36,0,,RPTNMLSKLHHGFHF98EA,179.23,0.0,15.68,有,87.0
4883,永和區,房地(土地+建物)+車位,新北市永和區永平路３６２號二十八樓,15.28,住,,,1110224,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,194.43,3,2,2,有,有,35111999,180589,坡道平面,35.78,0,向新北市政府標購政府機關標讓售；,RPQOMLSKLHHGFHF78EA,104.21,0.0,6.91,有,
4885,永和區,房地(土地+建物)+車位,新北市永和區永平路３８０號二十四樓,15.1,住,,,1110224,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,192.42000000000002,3,2,2,有,有,30864051,160399,坡道平面,35.78,0,,RPWRMLRKLHHGFHF96EA,96.5,0.0,13.2,有,
4890,三重區,房地(土地+建物),新北市三重區中正南路２３５號十樓之一,7.54,住,,,1110210,土地1建物1車位0,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,82.03999999999999,2,2,1,有,有,13650000,166382,,0.0,0,,RPSNMLSKLHHGFGF78EA,45.47,3.86,5.47,有,91.0
4905,新莊區,房地(土地+建物),新北市新莊區昌平街５９巷１０號十七樓,9.48,住,,,1110228,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,79.88,2,2,1,有,有,11200000,140210,,0.0,0,其他增建；,RPXTMLSKLHHGFBF76EA,46.35,1.53,3.99,有,94.0
4912,板橋區,房地(土地+建物),新北市板橋區新府路１５０號十一樓,3.0,都市：其他:第二種特定專用區,,,1110211,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,42.93,1,1,1,有,有,9150000,213138,,0.0,0,夾層；,RPRQMLRKLHHGFAF28EA,26.46,0.0,1.57,有,96.0
4914,樹林區,房地(土地+建物),新北市樹林區大安路１１１巷５５號十三樓,13.55,住,,,1110218,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831210,104.49,3,2,2,有,有,10300000,98574,,0.0,0,,RPWPMLQKLHHGFIF66DA,69.54,0.0,8.15,有,
4918,樹林區,房地(土地+建物),新北市樹林區中佳路１１２之５號六樓,22.07,住,,,1080903,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,101.49000000000001,2,2,1,有,有,7690000,75771,,0.0,0,雨遮登記不計價預售屋、或土地及建物分件登記案件；,RPPNMLSKLHHGFIF58DA,56.1,3.72,7.68,有,
4919,三峽區,房地(土地+建物),新北市三峽區中正路一段２８６號十樓之一,3.82,住,,,1110124,土地1建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811109,37.64,1,0,1,有,有,3350000,89001,,0.0,0,,RPRNMLSKLHHGFIF78DA,33.2,0.0,0.0,有,97.0
4925,三峽區,房地(土地+建物),新北市三峽區復興路４５５號十四樓之３,3.71,住,,,1110224,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,33.55,1,1,1,有,有,3800000,113264,,0.0,0,,RPSNMLLKLHHGFIF18DA,27.83,0.0,0.0,有,
4929,三峽區,房地(土地+建物)+車位,新北市三峽區學成路１２３號九樓,19.35,住,,,1110220,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960409,164.73000000000002,3,2,2,有,有,18000000,109270,坡道平面,36.14,0,,RPQSMLOLKHHGFIF78DA,85.03,0.0,9.17,有,
4938,中和區,房地(土地+建物),新北市中和區景平路９８９巷２號十五樓之二,7.03,商,,,1110213,土地5建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840612,60.26,1,1,1,有,有,9310000,154497,,0.0,0,其他增建；,RPSSMLQKLHHGFHF09DA,37.55,3.53,1.96,有,102.0
4939,永和區,房地(土地+建物),新北市永和區永和路二段２９６號十四樓,7.92,商,,,1110213,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060123,82.98,1,1,1,有,有,17880000,215474,,0.0,0,陽台外推；,RPTSMLQKLHHGFHF56DA,51.29,4.85,3.17,有,103.0
4941,中和區,房地(土地+建物),新北市中和區景新街５０８號七樓,5.45,住,,,1110219,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,32.35,0,0,0,無,有,5300000,163833,,0.0,0,,RPVSMLOKLHHGFHF56DA,22.38,3.02,0.0,有,105.0
4947,中和區,房地(土地+建物),新北市中和區秀朗路三段１７５巷２號十六樓之一,5.83,,,,1110215,土地7建物1車位0,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850108,56.43,2,1,1,有,有,9700000,171894,,0.0,0,,RPRRMLLLKHHGFHF38DA,42.62,0.0,7.85,有,109.0
4951,三重區,房地(土地+建物)+車位,新北市三重區集美街７３之１號十九樓,22.23,住,,,1110225,土地1建物1車位1,十九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1061026,245.01,4,2,2,有,有,44150000,180197,坡道平面,23.3,0,,RPQNMLTKLHHGFGF58DA,128.06,5.58,15.2,有,111.0
4954,三重區,房地(土地+建物),新北市三重區中正南路２３３號二十樓之五,7.08,住,,,1110118,土地1建物1車位0,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,77.22,2,1,1,有,有,12500000,161875,,0.0,0,,RPVOMLSKLHHGFGF09DA,42.85,3.82,4.9,有,112.0
4961,三重區,房地(土地+建物),新北市三重區頂文路２７號十三樓,8.8,住,,,1100720,土地1建物1車位0,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,105.1,2,2,1,有,有,11000000,104662,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRTMLKKLHHGFGF38DA,44.12,0.0,3.41,有,
4963,三重區,房地(土地+建物),新北市三重區頂文路２５號九樓,13.64,住,,,1100807,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,155.41,3,2,2,有,有,18180000,116981,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPWMLKKLHHGFGF48DA,68.44,6.57,5.73,有,
4966,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５１號十六樓之二,17.67,住,,,1100731,土地1建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,123.94,2,2,1,有,有,19850000,172776,坡道機械,19.18,1750000,預售屋、或土地及建物分件登記案件；,RPURMLOKLHHGFGF88DA,60.22,5.18,4.79,有,
4967,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５３號五樓之二,17.71,住,,,1100628,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,142.24,2,2,1,有,有,19300000,162276,坡道平面,37.48,2300000,預售屋、或土地及建物分件登記案件；,RPVRMLOKLHHGFGF98DA,60.22,5.18,4.79,有,
4968,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５３號十二樓,14.73,住,,,1100817,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,106.52,2,2,1,有,有,16880000,173804,坡道機械,19.18,1700000,預售屋、或土地及建物分件登記案件；,RPWRMLOKLHHGFGF09DA,50.93,3.84,3.88,有,
4969,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５１號十六樓之五,23.51,住,,,1100712,土地1建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,176.87,3,2,2,有,有,26680000,173470,坡道平面,37.48,2500000,民國110年10月21日夫妻讓與取得，交易總價不變。預售屋、或土地及建物分件登記案件；,RPXRMLOKLHHGFGF56DA,81.89,7.31,4.19,有,
4970,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５３號十七樓之五,23.51,住,,,1101204,土地1建物1車位1,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,176.87,3,2,2,有,有,27220000,175909,坡道平面,37.48,2700000,預售屋、或土地及建物分件登記案件；,RPOSMLOKLHHGFGF38DA,81.89,7.31,4.19,有,
4971,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５１號十三樓,14.77,住,,,1100629,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,124.82,2,2,1,有,有,17320000,174262,坡道平面,37.48,2100000,預售屋、或土地及建物分件登記案件；,RPPSMLOKLHHGFGF48DA,50.93,3.84,3.88,有,
4972,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５３號十樓之三,17.71,住,,,1100724,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,142.4,2,2,1,有,有,19720000,166031,坡道平面,37.48,2300000,民國110年12月4日夫妻贈與取得，交易總價不變。預售屋、或土地及建物分件登記案件；,RPQSMLOKLHHGFGF58DA,60.32,5.18,4.79,有,
4973,三重區,房地(土地+建物)+車位,新北市三重區成功路１０８巷５１號十二樓之一,24.33,住,,,1100801,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101209,181.68,3,2,2,有,有,27300000,173370,坡道平面,37.48,2300000,預售屋、或土地及建物分件登記案件；,RPRSMLOKLHHGFGF68DA,85.62,4.44,6.39,有,
4974,三重區,房地(土地+建物),新北市三重區頂文路１９號四樓,13.78,住,,,1100914,土地1建物1車位0,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,157.36,3,2,2,有,有,16730000,106317,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXPMLTJLHHGFGF76DA,69.08,7.93,4.96,有,
4979,三重區,房地(土地+建物)+車位,新北市三重區疏洪東路一段３９號二樓之一,21.47,住,,,1091124,土地1建物1車位1,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100907,169.57999999999998,3,2,2,有,有,19800000,134929,坡道平面,38.4,2100000,,RPQRMLNKKIGGFGF28DA,73.72,7.12,4.53,有,
4981,三重區,房地(土地+建物),新北市三重區福德南路１０號十七樓之六,7.13,商,,,1110212,土地8建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090407,67.6,1,1,1,有,有,12750000,188609,,0.0,0,,RPQOMLLLKHHGFGF87DA,38.05,1.7,5.05,有,120.0
4984,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段１２３號九樓,23.66,住,,,1110125,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971111,173.14,3,2,2,有,有,12880000,74391,坡道平面,23.92,0,,RPQQMLSKLHHGFEF58DA,86.53,8.01,13.16,有,
4985,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１２０號十一樓,21.82,住,,,1110209,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.65,3,1,2,有,有,11330000,83006,坡道平面,25.02,1400000,,RPWQMLSKLHHGFEF56DA,70.75,5.02,5.41,有,
4987,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１１０號十三樓,18.14,住,,,1110313,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070102,123.12,2,2,1,有,有,9450000,76754,坡道平面,28.11,0,,RPRPMLRKLHHGFEF48DA,61.89,0.0,3.7,有,122.0
4990,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路７７巷３３號十樓,29.73,住,,,1110220,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890616,178.0,3,2,2,有,有,12650000,71067,坡道平面,0.0,0,,RPUOMLSKLHHGFEF78DA,93.42,0.0,10.87,有,
4991,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１２２號五樓,12.03,住,,,1110115,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6500000,80123,坡道平面,25.02,1550000,,RPROMLQKLHHGFEF28DA,35.65,1.96,4.03,有,
4992,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１３０號七樓,21.82,住,,,1110129,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,145.67000000000002,3,1,2,有,有,11430000,83133,坡道平面,25.02,1400000,,RPWQMLPKLHHGFEF88DA,71.12,5.06,5.41,有,
4993,八里區,房地(土地+建物),新北市八里區龍米路二段３６號四樓之３,9.71,住,,,1110211,土地1建物1車位0,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,97.28999999999999,2,1,1,有,有,6000000,61671,,0.0,0,,RPWOMLPKLHHGFEF68DA,55.61,3.77,9.39,有,
4994,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１２８號十五樓,21.82,住,,,1110217,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73000000000002,3,1,2,有,有,11900000,86459,坡道平面,25.02,1550000,,RPVPMLPKLHHGFEF68DA,70.83,5.02,5.41,有,
4995,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段５８號十三樓,24.87,住,,,1110116,土地1建物1車位1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,166.94,3,2,2,有,有,13000000,81736,坡道平面,25.02,1400000,,RPOQMLPKLHHGFEF08DA,81.48,3.53,11.14,有,
4996,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段５８號二樓,24.26,住,,,1110104,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,166.94,3,2,2,有,有,12300000,76804,坡道平面,25.02,1400000,,RPQQMLPKLHHGFEF28DA,81.48,3.53,11.14,有,
4997,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段５８號十二樓,24.87,住,,,1110109,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,166.94,3,2,2,有,有,12750000,79975,坡道平面,25.02,1400000,,RPTQMLPKLHHGFEF58DA,81.48,3.53,11.14,有,
4999,淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段３巷１４弄１９號二十二樓之２,16.81,工,,,1101203,土地2建物1車位1,二十二層，見其他登記事項,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,141.94,3,2,1,有,有,12150000,85600,坡道平面,17.73,0,陽台外推；,RPSOMLOKLHHGFEF18DA,68.06,1.04,18.87,有,
5000,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段５５９號六樓,17.21,住,,,1110207,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,129.68,2,2,1,有,有,8300000,64004,坡道平面,37.78,0,,RPTQMLLKLHHGFEF18DA,54.6,4.33,4.68,有,124.0
5001,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段２３號九樓,27.4,住,,,1110216,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,158.72,3,2,2,有,有,11500000,80277,坡道平面,31.66,1300000,,RPPOMLTJLHHGFEF28DA,75.78,1.3,9.57,有,125.0
5004,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷６３號十六樓,17.06,住,,,1101125,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,132.35,2,2,2,有,有,9300000,72772,坡道平面,26.54,1600000,,RPUOMLOKKHHGFEF28DA,62.75,5.3,4.43,有,
5005,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷９３號十五樓,17.06,住,,,1101128,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,130.69,2,2,2,有,有,8800000,71051,坡道平面,26.54,1400000,,RPTRMLKLKIGGFEF18DA,62.75,4.26,4.43,有,
5006,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷９１號八樓,26.85,住,,,1101204,土地1建物1車位2,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,217.41,3,2,2,有,有,13980000,70107,坡道平面,49.38,2200000,,RPURMLKLKIGGFEF28DA,95.23,4.66,15.06,有,
5007,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷９１號三樓,26.67,住,,,1101210,土地1建物1車位2,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,221.99,3,2,2,有,有,13800000,68676,坡道平面,53.08,2200000,,RPSPMLNLKIGGFEF18DA,95.64,5.13,15.06,有,
5008,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷１０５號十一樓,24.68,住,,,1110102,土地1建物1車位2,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,204.07,3,2,2,有,有,16750000,92721,坡道平面,53.08,2750000,,RPWQMLMKJHHGFEF38DA,86.12,5.08,12.26,有,
5009,汐止區,房地(土地+建物),新北市汐止區樟樹二路２９４號６樓,15.42,住,,,1110218,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900314,82.5,2,2,1,有,有,9200000,111515,,0.0,0,,RPVOMLRKLHHGFDF68DA,54.2,0.97,11.02,有,
5010,汐止區,房地(土地+建物),新北市汐止區福德一路１２巷１９號８樓,10.73,住,,,1110301,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850215,75.01,2,1,1,有,有,7600000,101320,,0.0,0,,RPOPMLRKLHHGFDF08DA,46.32,0.0,3.68,有,
5011,汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路９５之１號八樓,8.97,住,,,1110215,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050810,79.84,1,0,1,有,有,9500000,118988,坡道平面,23.03,0,陽台外推；,RPVNMLSKLHHGFDF68DA,29.41,0.0,8.93,有,126.0
5017,汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路４６６號七樓,16.01,住,,,1110302,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060518,122.69999999999999,2,2,1,有,有,12600000,110159,坡道平面,24.66,1800000,,RPOOMLKKLHHGFDF27DA,57.13,1.76,6.57,有,129.0
5019,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路１９８號七樓之１,15.81,住,,,1110124,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100618,122.06,3,2,2,有,有,16900000,138456,坡道平面,22.37,0,,RPROMLLJLHHGFDF57DA,58.04,4.44,4.81,有,
5020,汐止區,房地(土地+建物),新北市汐止區大同路二段２４１號十六樓,6.08,住,,,1110222,土地1建物1車位0,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,68.27000000000001,1,1,1,有,有,11000000,161125,,0.0,0,,RPSNMLMJLHHGFDF67DA,45.99,0.0,2.14,有,131.0
5021,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路１９８號八樓之１,15.81,住,,,1110207,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100618,122.06,3,2,2,有,有,17000000,139276,坡道平面,22.37,0,,RPSOMLMJLHHGFDF77DA,58.04,4.44,4.81,有,
5033,新店區,房地(土地+建物)+車位,新北市新店區中興路三段２２７號十四樓,8.85,住,,,1110304,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,138.58,3,2,2,有,有,25000000,180401,坡道機械,23.37,0,,RPQNMLLLLHHGFCF47DA,88.0,4.66,10.29,有,
